# PORT M2 port m2 NEW DECISION OBJECTS — joint (member x delay) ranking, rank-then-gate-verify, optimal stopping (E3-E7 develop, E8 one blind read) (lane=port-m2-newobj; version=PORT-M2-NEWOBJ-V1; seed=20260813)
# E8 QUARANTINE: every fit, threshold and selection in this file is made on E3-E7 only; E8 rows are ONE labeled blind read and were never an input to any choice.
# H1 = the champion's OWN ranking objective regrouped from CELL to (asset, DAY), labels = within-day certificate grades.  The rule that wins compares within DAY while the champion is trained within CELL — mismatched by exactly one level of the hierarchy.
# H2 = S_XGB_DAYZ, the folded score standardised causally against the DAY'S OWN PAST arrivals (expanding mean/sd, warmup 10).  TAUZ is the absolute-threshold level rule that a z-score makes possible without any training-block reference.
# ORACLE_DAYRANK is the HINDSIGHT ceiling probe: the true within-day certificate rank.  It separates 'the rule needs the day-RANK' from 'the rule needs the dollar LEVEL'.
# H1_DAYRANK is fitted HERE and therefore predicted over tr | ev, so it carries TRAINING-BLOCK COVERAGE and can run the LEVEL families that the deployed column structurally cannot.
# NOT_RUN rows are policies that could not execute because an input was absent.  They are never $0.00, and they are excluded from both the selection and the search-adjusted null.
mode	era	score_column	family	policy	status	usd_per_session_ALL	sd_usd	ci_lo	ci_hi	n_trades_total	n_firing_sessions	n_era_sessions	top5_trade_share_of_pnl	shuffled_null	causal_oracle	capture_of_causal_oracle	not_run_reason
eval	E7	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.99	ran	2252.58	0.0	2081.31	2423.84	435.0	384.0	393	0.052	63.59	3360.0	0.6704	
eval	E7	S_XGB	CELLSOFAR	CELLSOFAR_0.8	ran	28.84	8.91	-137.32	195.01	693.0	393.0	393	0.1	-43.88	3360.0	0.0086	
eval	E7	S_XGB	CELLSOFAR	CELLSOFAR_0.9	ran	99.95	10.9	-90.71	290.6	690.0	393.0	393	0.113	-44.13	3360.0	0.0297	
eval	E7	S_XGB	CELLSOFAR	CELLSOFAR_0.95	ran	88.53	13.68	-91.61	268.67	670.8	392.8	393	0.116	-40.63	3360.0	0.0263	
eval	E7	S_XGB	CELLSOFAR	CELLSOFAR_0.99	ran	39.96	14.03	-111.47	191.4	649.2	390.2	393	0.104	-54.59	3360.0	0.0119	
eval	E7	S_XGB	DAYSOFAR	DAYSOFAR_0.5	ran	-18.37	23.0	-158.09	121.36	685.8	393.0	393	0.092	-14.33	3360.0	-0.0055	
eval	E7	S_XGB	DAYSOFAR	DAYSOFAR_0.7	ran	-69.5	18.67	-208.6	69.6	683.2	393.0	393	0.084	-33.26	3360.0	-0.0207	
eval	E7	S_XGB	DAYSOFAR	DAYSOFAR_0.9	ran	101.77	11.19	-72.78	276.33	692.4	393.0	393	0.113	-24.15	3360.0	0.0303	
eval	E7	S_XGB	OCC_LEVEL	OCCUPANCY_0.5	NOT_RUN							393			3360.0		seats_occupancy: the TRAINING BLOCK carries no finite score (1023021 rows), so the quantile reference cannot be built.  
eval	E7	S_XGB	OCC_LEVEL	OCCUPANCY_1	NOT_RUN							393			3360.0		seats_occupancy: the TRAINING BLOCK carries no finite score (1023021 rows), so the quantile reference cannot be built.  
eval	E7	S_XGB	OCC_LEVEL	OCCUPANCY_2	NOT_RUN							393			3360.0		seats_occupancy: the TRAINING BLOCK carries no finite score (1023021 rows), so the quantile reference cannot be built.  
eval	E7	S_XGB	SECTIME	SECTIME_0.05	ran	39.35	9.9	-112.28	190.98	638.6	390.0	393	0.103	18.02	3360.0	0.0117	
eval	E7	S_XGB	SECTIME	SECTIME_0.1	ran	8.09	16.87	-138.32	154.5	610.0	386.4	393	0.112	-20.02	3360.0	0.0024	
eval	E7	S_XGB	SECTIME	SECTIME_0.15	ran	-7.18	17.25	-146.07	131.71	580.0	381.6	393	0.124	-25.09	3360.0	-0.0021	
eval	E7	S_XGB	SECTIME	SECTIME_0.25	ran	-33.73	13.45	-145.05	77.6	517.6	362.0	393	0.097	-47.83	3360.0	-0.01	
eval	E7	S_XGB	SECTIME	SECTIME_0.4	ran	-50.3	9.02	-128.47	27.88	366.8	291.4	393	0.148	-46.27	3360.0	-0.015	
eval	E7	S_XGB	SECTIME	SECTIME_0.6	ran	-30.57	8.98	-69.62	8.49	210.2	188.4	393	0.209	-21.26	3360.0	-0.0091	
eval	E7	S_XGB	TAUZ	TAUZ_0.5	ran	27.46	25.82	-107.24	162.15	590.0	380.0	393	0.117	-5.88	3360.0	0.0082	
eval	E7	S_XGB	TAUZ	TAUZ_1	ran	0.54	2.46	-2.57	3.66	4.8	3.8	393	-0.789	2.59	3360.0	0.0002	
eval	E7	S_XGB	TAUZ	TAUZ_1.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	393		0.0	3360.0	0.0	
eval	E7	S_XGB	TAUZ	TAUZ_2	ran	0.0	0.0	0.0	0.0	0.0	0.0	393		0.0	3360.0	0.0	
eval	E7	S_XGB	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	393		0.0	3360.0	0.0	
eval	E7	S_XGB	TAU_LEVEL	TAU_0.5	NOT_RUN							393			3360.0		seats_tau: the TRAINING BLOCK carries no finite score (1023021 rows), so tau cannot be set.  This is the defect that hid
eval	E7	S_XGB	TAU_LEVEL	TAU_0.7	NOT_RUN							393			3360.0		seats_tau: the TRAINING BLOCK carries no finite score (1023021 rows), so tau cannot be set.  This is the defect that hid
eval	E7	S_XGB	TAU_LEVEL	TAU_0.8	NOT_RUN							393			3360.0		seats_tau: the TRAINING BLOCK carries no finite score (1023021 rows), so tau cannot be set.  This is the defect that hid
eval	E7	S_XGB	TAU_LEVEL	TAU_0.9	NOT_RUN							393			3360.0		seats_tau: the TRAINING BLOCK carries no finite score (1023021 rows), so tau cannot be set.  This is the defect that hid
eval	E7	S_XGB	TAU_LEVEL	TAU_0.95	NOT_RUN							393			3360.0		seats_tau: the TRAINING BLOCK carries no finite score (1023021 rows), so tau cannot be set.  This is the defect that hid
eval	E7	S_XGB	TAU_LEVEL	TAU_0.975	NOT_RUN							393			3360.0		seats_tau: the TRAINING BLOCK carries no finite score (1023021 rows), so tau cannot be set.  This is the defect that hid
eval	E7	S_XGB	TAU_LEVEL	TAU_0.99	NOT_RUN							393			3360.0		seats_tau: the TRAINING BLOCK carries no finite score (1023021 rows), so tau cannot be set.  This is the defect that hid
eval	E7	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.8	ran	-17.36	24.25	-180.97	146.25	684.6	393.0	393	0.138	-12.31	3360.0	-0.0052	
eval	E7	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.9	ran	-22.33	15.51	-179.3	134.63	670.2	393.0	393	0.14	3.11	3360.0	-0.0066	
eval	E7	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.95	ran	4.21	14.18	-151.43	159.85	649.2	392.6	393	0.14	13.93	3360.0	0.0013	
eval	E7	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.99	ran	7.01	14.56	-143.32	157.34	619.0	389.0	393	0.154	-19.08	3360.0	0.0021	
eval	E7	S_XGB_DAYZ	DAYSOFAR	DAYSOFAR_0.5	ran	-78.6	22.39	-238.72	81.51	695.0	393.0	393	0.135	-82.01	3360.0	-0.0234	
eval	E7	S_XGB_DAYZ	DAYSOFAR	DAYSOFAR_0.7	ran	-108.8	25.86	-260.0	42.39	692.4	393.0	393	0.133	-50.3	3360.0	-0.0324	
eval	E7	S_XGB_DAYZ	DAYSOFAR	DAYSOFAR_0.9	ran	-73.38	18.8	-206.85	60.09	667.4	392.2	393	0.107	-58.79	3360.0	-0.0218	
eval	E7	S_XGB_DAYZ	OCC_LEVEL	OCCUPANCY_0.5	NOT_RUN							393			3360.0		seats_occupancy: the TRAINING BLOCK carries no finite score (1023021 rows), so the quantile reference cannot be built.  
eval	E7	S_XGB_DAYZ	OCC_LEVEL	OCCUPANCY_1	NOT_RUN							393			3360.0		seats_occupancy: the TRAINING BLOCK carries no finite score (1023021 rows), so the quantile reference cannot be built.  
eval	E7	S_XGB_DAYZ	OCC_LEVEL	OCCUPANCY_2	NOT_RUN							393			3360.0		seats_occupancy: the TRAINING BLOCK carries no finite score (1023021 rows), so the quantile reference cannot be built.  
eval	E7	S_XGB_DAYZ	SECTIME	SECTIME_0.05	ran	-60.85	17.62	-178.24	56.54	595.0	379.6	393	0.093	9.09	3360.0	-0.0181	
eval	E7	S_XGB_DAYZ	SECTIME	SECTIME_0.1	ran	-30.59	4.57	-147.67	86.49	562.6	369.6	393	0.119	-75.22	3360.0	-0.0091	
eval	E7	S_XGB_DAYZ	SECTIME	SECTIME_0.15	ran	-33.9	9.88	-143.56	75.76	517.2	356.4	393	0.12	-73.68	3360.0	-0.0101	
eval	E7	S_XGB_DAYZ	SECTIME	SECTIME_0.25	ran	-14.91	10.03	-102.29	72.47	431.4	322.8	393	0.123	-54.7	3360.0	-0.0044	
eval	E7	S_XGB_DAYZ	SECTIME	SECTIME_0.4	ran	-25.03	14.61	-73.51	23.45	251.0	213.6	393	0.18	-44.46	3360.0	-0.0074	
eval	E7	S_XGB_DAYZ	SECTIME	SECTIME_0.6	ran	-5.89	7.72	-35.83	24.04	137.2	126.8	393	0.319	-26.53	3360.0	-0.0018	
eval	E7	S_XGB_DAYZ	TAUZ	TAUZ_0.5	ran	-12.19	9.97	-159.1	134.72	698.6	393.0	393	0.084	-48.08	3360.0	-0.0036	
eval	E7	S_XGB_DAYZ	TAUZ	TAUZ_1	ran	55.62	19.55	-103.91	215.15	702.8	393.0	393	0.107	8.13	3360.0	0.0166	
eval	E7	S_XGB_DAYZ	TAUZ	TAUZ_1.5	ran	73.35	8.33	-87.97	234.67	657.2	391.6	393	0.123	-11.22	3360.0	0.0218	
eval	E7	S_XGB_DAYZ	TAUZ	TAUZ_2	ran	62.85	15.16	-66.89	192.59	426.8	317.4	393	0.174	-40.66	3360.0	0.0187	
eval	E7	S_XGB_DAYZ	TAUZ	TAUZ_2.5	ran	27.24	16.0	-57.8	112.28	154.6	125.0	393	0.367	-46.79	3360.0	0.0081	
eval	E7	S_XGB_DAYZ	TAU_LEVEL	TAU_0.5	NOT_RUN							393			3360.0		seats_tau: the TRAINING BLOCK carries no finite score (1023021 rows), so tau cannot be set.  This is the defect that hid
eval	E7	S_XGB_DAYZ	TAU_LEVEL	TAU_0.7	NOT_RUN							393			3360.0		seats_tau: the TRAINING BLOCK carries no finite score (1023021 rows), so tau cannot be set.  This is the defect that hid
eval	E7	S_XGB_DAYZ	TAU_LEVEL	TAU_0.8	NOT_RUN							393			3360.0		seats_tau: the TRAINING BLOCK carries no finite score (1023021 rows), so tau cannot be set.  This is the defect that hid
eval	E7	S_XGB_DAYZ	TAU_LEVEL	TAU_0.9	NOT_RUN							393			3360.0		seats_tau: the TRAINING BLOCK carries no finite score (1023021 rows), so tau cannot be set.  This is the defect that hid
eval	E7	S_XGB_DAYZ	TAU_LEVEL	TAU_0.95	NOT_RUN							393			3360.0		seats_tau: the TRAINING BLOCK carries no finite score (1023021 rows), so tau cannot be set.  This is the defect that hid
eval	E7	S_XGB_DAYZ	TAU_LEVEL	TAU_0.975	NOT_RUN							393			3360.0		seats_tau: the TRAINING BLOCK carries no finite score (1023021 rows), so tau cannot be set.  This is the defect that hid
eval	E7	S_XGB_DAYZ	TAU_LEVEL	TAU_0.99	NOT_RUN							393			3360.0		seats_tau: the TRAINING BLOCK carries no finite score (1023021 rows), so tau cannot be set.  This is the defect that hid
inner	E4	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.8	ran	-3.25	42.46	-126.48	119.98	592.0	303.0	303	0.098	-91.85	2133.0	-0.0015	
inner	E4	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.9	ran	-26.46	29.5	-146.7	93.78	570.2	302.4	303	0.105	-78.71	2133.0	-0.0124	
inner	E4	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.95	ran	-34.94	23.18	-154.22	84.35	553.6	302.2	303	0.108	-56.49	2133.0	-0.0164	
inner	E4	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.99	ran	-26.0	29.76	-144.32	92.32	534.2	301.0	303	0.114	-75.57	2133.0	-0.0122	
inner	E4	H1_DAYRANK	DAYSOFAR	DAYSOFAR_0.5	ran	-136.61	21.55	-252.86	-20.36	591.2	303.0	303	0.107	-113.5	2133.0	-0.064	
inner	E4	H1_DAYRANK	DAYSOFAR	DAYSOFAR_0.7	ran	-132.88	49.37	-245.0	-20.77	591.0	303.0	303	0.096	-54.09	2133.0	-0.0623	
inner	E4	H1_DAYRANK	DAYSOFAR	DAYSOFAR_0.9	ran	-97.4	37.66	-204.53	9.73	548.0	302.8	303	0.097	-92.72	2133.0	-0.0457	
inner	E4	H1_DAYRANK	OCC_LEVEL	OCCUPANCY_0.5	ran	10.82	22.76	-96.27	117.91	225.4	214.2	303	0.247	-45.11	2133.0	0.0051	
inner	E4	H1_DAYRANK	OCC_LEVEL	OCCUPANCY_1	ran	14.47	40.27	-105.8	134.74	294.6	264.0	303	0.206	-40.41	2133.0	0.0068	
inner	E4	H1_DAYRANK	OCC_LEVEL	OCCUPANCY_2	ran	31.87	7.29	-99.08	162.82	305.8	269.2	303	0.185	-71.11	2133.0	0.0149	
inner	E4	H1_DAYRANK	SECTIME	SECTIME_0.05	ran	-11.47	27.49	-127.91	104.97	524.8	301.0	303	0.105	-97.99	2133.0	-0.0054	
inner	E4	H1_DAYRANK	SECTIME	SECTIME_0.1	ran	-3.2	37.39	-118.01	111.61	501.8	298.6	303	0.11	-78.92	2133.0	-0.0015	
inner	E4	H1_DAYRANK	SECTIME	SECTIME_0.15	ran	-11.58	39.64	-118.58	95.42	463.6	294.4	303	0.112	-60.68	2133.0	-0.0054	
inner	E4	H1_DAYRANK	SECTIME	SECTIME_0.25	ran	-15.22	43.45	-103.3	72.86	386.8	270.6	303	0.122	-53.63	2133.0	-0.0071	
inner	E4	H1_DAYRANK	SECTIME	SECTIME_0.4	ran	-62.52	16.55	-121.02	-4.01	194.2	169.6	303	0.238	-31.66	2133.0	-0.0293	
inner	E4	H1_DAYRANK	SECTIME	SECTIME_0.6	ran	0.73	11.81	-40.13	41.59	80.2	75.8	303	0.522	-1.18	2133.0	0.0003	
inner	E4	H1_DAYRANK	TAUZ	TAUZ_0.5	ran	63.74	46.32	-63.66	191.14	241.4	212.2	303	0.184	-35.67	2133.0	0.0299	
inner	E4	H1_DAYRANK	TAUZ	TAUZ_1	ran	56.58	15.37	-18.84	132.01	57.8	56.2	303	0.519	-22.92	2133.0	0.0265	
inner	E4	H1_DAYRANK	TAUZ	TAUZ_1.5	ran	-1.26	1.54	-3.76	1.24	0.4	0.4	303		8.29	2133.0	-0.0006	
inner	E4	H1_DAYRANK	TAUZ	TAUZ_2	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		-0.62	2133.0	0.0	
inner	E4	H1_DAYRANK	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	H1_DAYRANK	TAU_LEVEL	TAU_0.5	ran	-38.96	14.25	-155.16	77.23	604.4	303.0	303	0.093	-17.61	2133.0	-0.0183	
inner	E4	H1_DAYRANK	TAU_LEVEL	TAU_0.7	ran	-47.5	39.8	-168.73	73.73	566.0	302.8	303	0.101	-70.21	2133.0	-0.0223	
inner	E4	H1_DAYRANK	TAU_LEVEL	TAU_0.8	ran	-65.59	71.4	-191.04	59.86	523.8	302.8	303	0.111	-24.51	2133.0	-0.0307	
inner	E4	H1_DAYRANK	TAU_LEVEL	TAU_0.9	ran	45.83	38.08	-94.65	186.31	427.4	295.2	303	0.125	-25.95	2133.0	0.0215	
inner	E4	H1_DAYRANK	TAU_LEVEL	TAU_0.95	ran	76.95	51.1	-54.27	208.18	280.4	237.2	303	0.164	-17.29	2133.0	0.0361	
inner	E4	H1_DAYRANK	TAU_LEVEL	TAU_0.975	ran	106.65	21.71	-12.68	225.98	164.2	152.8	303	0.233	-55.83	2133.0	0.05	
inner	E4	H1_DAYRANK	TAU_LEVEL	TAU_0.99	ran	60.98	23.85	-19.06	141.02	70.2	68.4	303	0.46	-27.28	2133.0	0.0286	
inner	E4	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.8	ran	1554.08	0.0	1382.98	1725.19	840.0	303.0	303	0.049	-77.66	2133.0	0.7286	
inner	E4	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.9	ran	1566.39	0.0	1397.15	1735.62	797.0	302.0	303	0.05	-160.59	2133.0	0.7344	
inner	E4	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.95	ran	1505.66	0.0	1351.98	1659.35	763.0	301.0	303	0.049	-145.28	2133.0	0.7059	
inner	E4	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.99	ran	1441.32	0.0	1295.9	1586.74	721.0	298.0	303	0.051	-67.14	2133.0	0.6757	
inner	E4	ORACLE_DAYRANK	DAYSOFAR	DAYSOFAR_0.5	ran	1782.63	0.0	1591.34	1973.92	840.0	303.0	303	0.045	-149.67	2133.0	0.8357	
inner	E4	ORACLE_DAYRANK	DAYSOFAR	DAYSOFAR_0.7	ran	2100.73	0.0	1921.0	2280.47	857.0	303.0	303	0.039	-57.86	2133.0	0.9849	
inner	E4	ORACLE_DAYRANK	DAYSOFAR	DAYSOFAR_0.9	ran	2055.7	0.0	1880.57	2230.83	697.0	298.0	303	0.04	-98.61	2133.0	0.9638	
inner	E4	ORACLE_DAYRANK	OCC_LEVEL	OCCUPANCY_0.5	ran	1759.47	0.0	1615.26	1903.68	446.0	302.0	303	0.05	-73.43	2133.0	0.8249	
inner	E4	ORACLE_DAYRANK	OCC_LEVEL	OCCUPANCY_1	ran	1636.46	0.0	1505.13	1767.79	453.0	302.0	303	0.047	-39.88	2133.0	0.7672	
inner	E4	ORACLE_DAYRANK	OCC_LEVEL	OCCUPANCY_2	ran	1746.59	0.0	1605.19	1887.99	483.0	302.0	303	0.048	-53.59	2133.0	0.8188	
inner	E4	ORACLE_DAYRANK	SECTIME	SECTIME_0.05	ran	1414.36	0.0	1256.86	1571.85	690.0	297.0	303	0.047	-117.36	2133.0	0.6631	
inner	E4	ORACLE_DAYRANK	SECTIME	SECTIME_0.1	ran	1405.24	0.0	1248.92	1561.55	639.0	293.0	303	0.048	-81.48	2133.0	0.6588	
inner	E4	ORACLE_DAYRANK	SECTIME	SECTIME_0.15	ran	1358.85	0.0	1212.65	1505.05	575.0	290.0	303	0.051	-11.61	2133.0	0.6371	
inner	E4	ORACLE_DAYRANK	SECTIME	SECTIME_0.25	ran	993.2	0.0	870.43	1115.98	447.0	264.0	303	0.065	61.57	2133.0	0.4656	
inner	E4	ORACLE_DAYRANK	SECTIME	SECTIME_0.4	ran	443.55	0.0	359.48	527.62	221.0	176.0	303	0.083	-132.03	2133.0	0.2079	
inner	E4	ORACLE_DAYRANK	SECTIME	SECTIME_0.6	ran	156.23	0.0	91.89	220.58	71.0	66.0	303	0.223	-32.33	2133.0	0.0732	
inner	E4	ORACLE_DAYRANK	TAUZ	TAUZ_0.5	ran	2025.83	0.0	1840.27	2211.38	875.0	303.0	303	0.041	-49.54	2133.0	0.9498	
inner	E4	ORACLE_DAYRANK	TAUZ	TAUZ_1	ran	1510.07	0.0	1384.84	1635.3	290.0	290.0	303	0.057	-35.52	2133.0	0.708	
inner	E4	ORACLE_DAYRANK	TAUZ	TAUZ_1.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	ORACLE_DAYRANK	TAUZ	TAUZ_2	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	ORACLE_DAYRANK	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.5	ran	2027.81	0.0	1842.59	2213.02	875.0	303.0	303	0.041	-10.78	2133.0	0.9507	
inner	E4	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.7	ran	2295.61	0.0	2115.74	2475.48	861.0	303.0	303	0.036	-151.13	2133.0	1.0762	
inner	E4	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.8	ran	2248.58	0.0	2088.11	2409.05	751.0	303.0	303	0.037	-109.02	2133.0	1.0542	
inner	E4	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.9	ran	2074.03	0.0	1926.48	2221.58	565.0	303.0	303	0.04	-128.1	2133.0	0.9724	
inner	E4	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.95	ran	1918.19	0.0	1787.68	2048.69	459.0	303.0	303	0.044	-43.92	2133.0	0.8993	
inner	E4	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.975	ran	1799.96	0.0	1675.04	1924.87	390.0	300.0	303	0.048	-60.12	2133.0	0.8439	
inner	E4	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.99	ran	1691.48	0.0	1567.03	1815.93	340.0	298.0	303	0.051	-54.5	2133.0	0.793	
inner	E4	S_XGB	CELLSOFAR	CELLSOFAR_0.8	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB	CELLSOFAR	CELLSOFAR_0.9	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB	CELLSOFAR	CELLSOFAR_0.95	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB	CELLSOFAR	CELLSOFAR_0.99	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB	DAYSOFAR	DAYSOFAR_0.5	NOT_RUN							303			2133.0		seats_daysofar: 117594 rows were offered and NONE carries a finite score — the column has no coverage on this row set.
inner	E4	S_XGB	DAYSOFAR	DAYSOFAR_0.7	NOT_RUN							303			2133.0		seats_daysofar: 117594 rows were offered and NONE carries a finite score — the column has no coverage on this row set.
inner	E4	S_XGB	DAYSOFAR	DAYSOFAR_0.9	NOT_RUN							303			2133.0		seats_daysofar: 117594 rows were offered and NONE carries a finite score — the column has no coverage on this row set.
inner	E4	S_XGB	OCC_LEVEL	OCCUPANCY_0.5	NOT_RUN							303			2133.0		seats_occupancy: the TRAINING BLOCK carries no finite score (440718 rows), so the quantile reference cannot be built.  T
inner	E4	S_XGB	OCC_LEVEL	OCCUPANCY_1	NOT_RUN							303			2133.0		seats_occupancy: the TRAINING BLOCK carries no finite score (440718 rows), so the quantile reference cannot be built.  T
inner	E4	S_XGB	OCC_LEVEL	OCCUPANCY_2	NOT_RUN							303			2133.0		seats_occupancy: the TRAINING BLOCK carries no finite score (440718 rows), so the quantile reference cannot be built.  T
inner	E4	S_XGB	SECTIME	SECTIME_0.05	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB	SECTIME	SECTIME_0.1	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB	SECTIME	SECTIME_0.15	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB	SECTIME	SECTIME_0.25	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB	SECTIME	SECTIME_0.4	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB	SECTIME	SECTIME_0.6	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB	TAUZ	TAUZ_0.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB	TAUZ	TAUZ_1	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB	TAUZ	TAUZ_1.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB	TAUZ	TAUZ_2	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB	TAU_LEVEL	TAU_0.5	NOT_RUN							303			2133.0		seats_tau: the TRAINING BLOCK carries no finite score (440718 rows), so tau cannot be set.  This is the defect that hid 
inner	E4	S_XGB	TAU_LEVEL	TAU_0.7	NOT_RUN							303			2133.0		seats_tau: the TRAINING BLOCK carries no finite score (440718 rows), so tau cannot be set.  This is the defect that hid 
inner	E4	S_XGB	TAU_LEVEL	TAU_0.8	NOT_RUN							303			2133.0		seats_tau: the TRAINING BLOCK carries no finite score (440718 rows), so tau cannot be set.  This is the defect that hid 
inner	E4	S_XGB	TAU_LEVEL	TAU_0.9	NOT_RUN							303			2133.0		seats_tau: the TRAINING BLOCK carries no finite score (440718 rows), so tau cannot be set.  This is the defect that hid 
inner	E4	S_XGB	TAU_LEVEL	TAU_0.95	NOT_RUN							303			2133.0		seats_tau: the TRAINING BLOCK carries no finite score (440718 rows), so tau cannot be set.  This is the defect that hid 
inner	E4	S_XGB	TAU_LEVEL	TAU_0.975	NOT_RUN							303			2133.0		seats_tau: the TRAINING BLOCK carries no finite score (440718 rows), so tau cannot be set.  This is the defect that hid 
inner	E4	S_XGB	TAU_LEVEL	TAU_0.99	NOT_RUN							303			2133.0		seats_tau: the TRAINING BLOCK carries no finite score (440718 rows), so tau cannot be set.  This is the defect that hid 
inner	E4	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.8	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.9	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.95	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.99	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB_DAYZ	DAYSOFAR	DAYSOFAR_0.5	NOT_RUN							303			2133.0		seats_daysofar: 117594 rows were offered and NONE carries a finite score — the column has no coverage on this row set.
inner	E4	S_XGB_DAYZ	DAYSOFAR	DAYSOFAR_0.7	NOT_RUN							303			2133.0		seats_daysofar: 117594 rows were offered and NONE carries a finite score — the column has no coverage on this row set.
inner	E4	S_XGB_DAYZ	DAYSOFAR	DAYSOFAR_0.9	NOT_RUN							303			2133.0		seats_daysofar: 117594 rows were offered and NONE carries a finite score — the column has no coverage on this row set.
inner	E4	S_XGB_DAYZ	OCC_LEVEL	OCCUPANCY_0.5	NOT_RUN							303			2133.0		seats_occupancy: the TRAINING BLOCK carries no finite score (440718 rows), so the quantile reference cannot be built.  T
inner	E4	S_XGB_DAYZ	OCC_LEVEL	OCCUPANCY_1	NOT_RUN							303			2133.0		seats_occupancy: the TRAINING BLOCK carries no finite score (440718 rows), so the quantile reference cannot be built.  T
inner	E4	S_XGB_DAYZ	OCC_LEVEL	OCCUPANCY_2	NOT_RUN							303			2133.0		seats_occupancy: the TRAINING BLOCK carries no finite score (440718 rows), so the quantile reference cannot be built.  T
inner	E4	S_XGB_DAYZ	SECTIME	SECTIME_0.05	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB_DAYZ	SECTIME	SECTIME_0.1	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
